[2022/07/16 15:41:12] - Namespace(attack='none', attack_iters=10, batch_size=128, chkpt_iters=10, cutout=False, cutout_len=None, data_dir='../../cifar-data', epochs=100, epsilon=8, eval=False, fgsm_alpha=1.25, fgsm_init='random', fname='./results/716_2_nt_res18eca', half=False, l1=0, l2=0, lr_drop_epoch=100, lr_max=0.1, lr_one_drop=0.01, lr_schedule='piecewise', mixup=False, mixup_alpha=None, model='res18_eca', norm='l_inf', pgd_alpha=2, restarts=1, resume=0, seed=0, val=False, width_factor=10)
[2022/07/16 15:41:15] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2022/07/16 16:49:41] - 10 	 13.0 	 	 1.3 	 	 0.1000 	 0.6391 	 0.7871 	 0.7761 	 	 0.7309 	 	 0.7371 	 0.7490 	 0.7371 	 	 0.7490
[2022/07/16 16:49:56] - 11 	 13.5 	 	 1.3 	 	 0.1000 	 0.6139 	 0.7963 	 0.7512 	 	 0.7398 	 	 0.7507 	 0.7408 	 0.7507 	 	 0.7408
[2022/07/16 16:50:10] - 12 	 12.9 	 	 1.3 	 	 0.1000 	 0.6122 	 0.7974 	 0.7517 	 	 0.7401 	 	 0.7088 	 0.7548 	 0.7088 	 	 0.7548
[2022/07/16 16:50:25] - 13 	 13.5 	 	 1.8 	 	 0.1000 	 0.5960 	 0.8041 	 0.7365 	 	 0.7470 	 	 0.7378 	 0.7499 	 0.7378 	 	 0.7499
[2022/07/16 16:50:40] - 14 	 13.4 	 	 1.3 	 	 0.1000 	 0.5834 	 0.8070 	 0.7266 	 	 0.7478 	 	 0.7383 	 0.7455 	 0.7383 	 	 0.7455
[2022/07/16 16:50:54] - 15 	 13.1 	 	 1.3 	 	 0.1000 	 0.5726 	 0.8140 	 0.7145 	 	 0.7534 	 	 0.7329 	 0.7459 	 0.7329 	 	 0.7459
[2022/07/16 16:51:09] - 16 	 13.7 	 	 1.3 	 	 0.1000 	 0.5627 	 0.8165 	 0.7055 	 	 0.7586 	 	 0.7027 	 0.7581 	 0.7027 	 	 0.7581
[2022/07/16 16:51:24] - 17 	 13.1 	 	 1.3 	 	 0.1000 	 0.5625 	 0.8169 	 0.7078 	 	 0.7557 	 	 0.7600 	 0.7380 	 0.7600 	 	 0.7380
[2022/07/16 16:51:39] - 18 	 13.7 	 	 1.3 	 	 0.1000 	 0.5605 	 0.8179 	 0.7044 	 	 0.7580 	 	 0.8360 	 0.7174 	 0.8360 	 	 0.7174
[2022/07/16 16:51:53] - 19 	 12.8 	 	 1.2 	 	 0.1000 	 0.5501 	 0.8215 	 0.6954 	 	 0.7602 	 	 0.6805 	 0.7651 	 0.6805 	 	 0.7651
[2022/07/16 16:52:08] - 20 	 12.7 	 	 1.7 	 	 0.1000 	 0.5407 	 0.8241 	 0.6869 	 	 0.7635 	 	 0.7271 	 0.7542 	 0.7271 	 	 0.7542
[2022/07/16 16:52:23] - 21 	 13.6 	 	 1.3 	 	 0.1000 	 0.5427 	 0.8229 	 0.6890 	 	 0.7625 	 	 0.6439 	 0.7799 	 0.6439 	 	 0.7799
[2022/07/16 16:52:38] - 22 	 13.7 	 	 1.3 	 	 0.1000 	 0.5362 	 0.8252 	 0.6822 	 	 0.7637 	 	 0.7256 	 0.7498 	 0.7256 	 	 0.7498
[2022/07/16 16:52:53] - 23 	 13.4 	 	 1.4 	 	 0.1000 	 0.5299 	 0.8293 	 0.6793 	 	 0.7651 	 	 0.6493 	 0.7722 	 0.6493 	 	 0.7722
[2022/07/16 16:53:08] - 24 	 13.6 	 	 1.3 	 	 0.1000 	 0.5289 	 0.8279 	 0.6787 	 	 0.7647 	 	 0.7511 	 0.7372 	 0.7511 	 	 0.7372
[2022/07/16 16:53:22] - 25 	 12.5 	 	 1.3 	 	 0.1000 	 0.5256 	 0.8294 	 0.6745 	 	 0.7666 	 	 0.7286 	 0.7545 	 0.7286 	 	 0.7545
[2022/07/16 16:53:36] - 26 	 12.9 	 	 1.3 	 	 0.1000 	 0.5250 	 0.8312 	 0.6752 	 	 0.7684 	 	 0.7073 	 0.7574 	 0.7073 	 	 0.7574
[2022/07/16 16:53:51] - 27 	 13.6 	 	 1.3 	 	 0.1000 	 0.5222 	 0.8311 	 0.6721 	 	 0.7676 	 	 0.6559 	 0.7745 	 0.6559 	 	 0.7745
[2022/07/16 16:54:05] - 28 	 12.9 	 	 1.3 	 	 0.1000 	 0.5154 	 0.8361 	 0.6667 	 	 0.7709 	 	 0.6687 	 0.7701 	 0.6687 	 	 0.7701
[2022/07/16 16:54:20] - 29 	 13.5 	 	 1.3 	 	 0.1000 	 0.5171 	 0.8336 	 0.6659 	 	 0.7711 	 	 0.6623 	 0.7716 	 0.6623 	 	 0.7716
[2022/07/16 16:54:36] - 30 	 14.3 	 	 1.4 	 	 0.1000 	 0.5202 	 0.8312 	 0.6714 	 	 0.7684 	 	 0.7164 	 0.7519 	 0.7164 	 	 0.7519
[2022/07/16 16:54:52] - 31 	 14.5 	 	 1.3 	 	 0.1000 	 0.5039 	 0.8386 	 0.6541 	 	 0.7746 	 	 0.6534 	 0.7751 	 0.6534 	 	 0.7751
[2022/07/16 16:55:06] - 32 	 13.2 	 	 1.3 	 	 0.1000 	 0.5093 	 0.8371 	 0.6602 	 	 0.7729 	 	 0.6926 	 0.7655 	 0.6926 	 	 0.7655
[2022/07/16 16:55:21] - 33 	 13.3 	 	 1.7 	 	 0.1000 	 0.5077 	 0.8371 	 0.6612 	 	 0.7726 	 	 0.7135 	 0.7563 	 0.7135 	 	 0.7563
[2022/07/16 16:55:35] - 34 	 13.0 	 	 1.3 	 	 0.1000 	 0.5024 	 0.8392 	 0.6544 	 	 0.7737 	 	 0.6684 	 0.7705 	 0.6684 	 	 0.7705
[2022/07/16 16:55:50] - 35 	 13.6 	 	 1.3 	 	 0.1000 	 0.5018 	 0.8405 	 0.6540 	 	 0.7760 	 	 0.6914 	 0.7596 	 0.6914 	 	 0.7596
[2022/07/16 16:56:05] - 36 	 13.6 	 	 1.3 	 	 0.1000 	 0.5041 	 0.8397 	 0.6571 	 	 0.7740 	 	 0.6822 	 0.7681 	 0.6822 	 	 0.7681
[2022/07/16 16:56:20] - 37 	 13.1 	 	 1.3 	 	 0.1000 	 0.5037 	 0.8396 	 0.6537 	 	 0.7753 	 	 0.6755 	 0.7683 	 0.6755 	 	 0.7683
[2022/07/16 16:56:34] - 38 	 13.0 	 	 1.3 	 	 0.1000 	 0.4997 	 0.8405 	 0.6521 	 	 0.7779 	 	 0.6520 	 0.7753 	 0.6520 	 	 0.7753
[2022/07/16 16:56:48] - 39 	 13.2 	 	 1.3 	 	 0.1000 	 0.5045 	 0.8375 	 0.6563 	 	 0.7751 	 	 0.6801 	 0.7634 	 0.6801 	 	 0.7634
[2022/07/16 16:57:03] - 40 	 12.5 	 	 1.3 	 	 0.1000 	 0.5011 	 0.8389 	 0.6558 	 	 0.7748 	 	 0.6920 	 0.7663 	 0.6920 	 	 0.7663
[2022/07/16 16:57:18] - 41 	 13.4 	 	 1.7 	 	 0.1000 	 0.5012 	 0.8397 	 0.6517 	 	 0.7774 	 	 0.7304 	 0.7488 	 0.7304 	 	 0.7488
[2022/07/16 16:57:32] - 42 	 13.4 	 	 1.3 	 	 0.1000 	 0.4969 	 0.8427 	 0.6482 	 	 0.7800 	 	 0.7060 	 0.7567 	 0.7060 	 	 0.7567
[2022/07/16 16:57:47] - 43 	 13.0 	 	 1.3 	 	 0.1000 	 0.4967 	 0.8402 	 0.6498 	 	 0.7768 	 	 0.6947 	 0.7669 	 0.6947 	 	 0.7669
[2022/07/16 16:58:02] - 44 	 13.7 	 	 1.2 	 	 0.1000 	 0.4890 	 0.8444 	 0.6404 	 	 0.7808 	 	 0.6611 	 0.7725 	 0.6611 	 	 0.7725
[2022/07/16 16:58:15] - 45 	 12.4 	 	 1.3 	 	 0.1000 	 0.4901 	 0.8437 	 0.6442 	 	 0.7789 	 	 0.6340 	 0.7805 	 0.6340 	 	 0.7805
[2022/07/16 16:58:29] - 46 	 12.5 	 	 1.3 	 	 0.1000 	 0.4953 	 0.8433 	 0.6500 	 	 0.7778 	 	 0.6363 	 0.7853 	 0.6363 	 	 0.7853
[2022/07/16 16:58:46] - 47 	 15.2 	 	 1.4 	 	 0.1000 	 0.4824 	 0.8467 	 0.6371 	 	 0.7827 	 	 0.6700 	 0.7706 	 0.6700 	 	 0.7706
[2022/07/16 16:59:01] - 48 	 13.9 	 	 1.3 	 	 0.1000 	 0.4889 	 0.8441 	 0.6427 	 	 0.7789 	 	 0.6792 	 0.7711 	 0.6792 	 	 0.7711
[2022/07/16 16:59:16] - 49 	 12.9 	 	 1.3 	 	 0.0100 	 0.4918 	 0.8453 	 0.6456 	 	 0.7792 	 	 0.6557 	 0.7777 	 0.6557 	 	 0.7777
[2022/07/16 16:59:31] - 50 	 13.1 	 	 1.7 	 	 0.0100 	 0.4444 	 0.8483 	 0.4600 	 	 0.8426 	 	 0.4468 	 0.8459 	 0.4468 	 	 0.8459
[2022/07/16 16:59:46] - 51 	 13.2 	 	 1.3 	 	 0.0100 	 0.3818 	 0.8677 	 0.3992 	 	 0.8613 	 	 0.4388 	 0.8490 	 0.4388 	 	 0.8490
[2022/07/16 17:00:00] - 52 	 13.0 	 	 1.3 	 	 0.0100 	 0.3552 	 0.8794 	 0.3744 	 	 0.8716 	 	 0.4270 	 0.8548 	 0.4270 	 	 0.8548
[2022/07/16 17:00:15] - 53 	 13.6 	 	 1.3 	 	 0.0100 	 0.3350 	 0.8846 	 0.3565 	 	 0.8766 	 	 0.4246 	 0.8552 	 0.4246 	 	 0.8552
[2022/07/16 17:00:30] - 54 	 12.9 	 	 1.3 	 	 0.0100 	 0.3215 	 0.8899 	 0.3451 	 	 0.8810 	 	 0.4121 	 0.8625 	 0.4121 	 	 0.8625
[2022/07/16 17:00:45] - 55 	 13.8 	 	 1.3 	 	 0.0100 	 0.3057 	 0.8959 	 0.3310 	 	 0.8861 	 	 0.4070 	 0.8613 	 0.4070 	 	 0.8613
[2022/07/16 17:01:00] - 56 	 13.1 	 	 1.3 	 	 0.0100 	 0.2945 	 0.8998 	 0.3225 	 	 0.8890 	 	 0.4047 	 0.8627 	 0.4047 	 	 0.8627
[2022/07/16 17:01:15] - 57 	 13.2 	 	 1.7 	 	 0.0100 	 0.2857 	 0.9037 	 0.3155 	 	 0.8911 	 	 0.4140 	 0.8575 	 0.4140 	 	 0.8575
[2022/07/16 17:01:29] - 58 	 13.1 	 	 1.3 	 	 0.0100 	 0.2718 	 0.9094 	 0.3041 	 	 0.8955 	 	 0.4060 	 0.8628 	 0.4060 	 	 0.8628
[2022/07/16 17:01:44] - 59 	 13.1 	 	 1.3 	 	 0.0100 	 0.2621 	 0.9106 	 0.2965 	 	 0.8968 	 	 0.4147 	 0.8624 	 0.4147 	 	 0.8624
[2022/07/16 17:01:59] - 60 	 13.4 	 	 1.3 	 	 0.0100 	 0.2536 	 0.9140 	 0.2908 	 	 0.8989 	 	 0.4067 	 0.8608 	 0.4067 	 	 0.8608
[2022/07/16 17:02:13] - 61 	 13.0 	 	 1.3 	 	 0.0100 	 0.2445 	 0.9181 	 0.2834 	 	 0.9021 	 	 0.4133 	 0.8631 	 0.4133 	 	 0.8631
[2022/07/16 17:02:28] - 62 	 13.4 	 	 1.3 	 	 0.0100 	 0.2384 	 0.9193 	 0.2802 	 	 0.9017 	 	 0.4063 	 0.8664 	 0.4063 	 	 0.8664
[2022/07/16 17:02:43] - 63 	 13.1 	 	 1.5 	 	 0.0100 	 0.2325 	 0.9223 	 0.2760 	 	 0.9032 	 	 0.4110 	 0.8637 	 0.4110 	 	 0.8637
[2022/07/16 17:02:58] - 64 	 14.2 	 	 1.3 	 	 0.0100 	 0.2291 	 0.9248 	 0.2748 	 	 0.9045 	 	 0.4158 	 0.8638 	 0.4158 	 	 0.8638
[2022/07/16 17:03:12] - 65 	 12.7 	 	 1.3 	 	 0.0100 	 0.2188 	 0.9282 	 0.2671 	 	 0.9064 	 	 0.4216 	 0.8603 	 0.4216 	 	 0.8603
[2022/07/16 17:03:25] - 66 	 11.1 	 	 1.3 	 	 0.0100 	 0.2143 	 0.9304 	 0.2639 	 	 0.9085 	 	 0.4181 	 0.8596 	 0.4181 	 	 0.8596
[2022/07/16 17:03:38] - 67 	 11.9 	 	 1.3 	 	 0.0100 	 0.2101 	 0.9321 	 0.2626 	 	 0.9084 	 	 0.4276 	 0.8594 	 0.4276 	 	 0.8594
[2022/07/16 17:03:53] - 68 	 13.6 	 	 1.4 	 	 0.0100 	 0.2064 	 0.9332 	 0.2613 	 	 0.9087 	 	 0.4349 	 0.8588 	 0.4349 	 	 0.8588
[2022/07/16 17:04:08] - 69 	 14.1 	 	 1.3 	 	 0.0100 	 0.1997 	 0.9355 	 0.2554 	 	 0.9106 	 	 0.4320 	 0.8606 	 0.4320 	 	 0.8606
[2022/07/16 17:04:24] - 70 	 13.5 	 	 1.3 	 	 0.0100 	 0.1956 	 0.9383 	 0.2543 	 	 0.9113 	 	 0.4259 	 0.8607 	 0.4259 	 	 0.8607
[2022/07/16 17:04:39] - 71 	 13.3 	 	 1.8 	 	 0.0100 	 0.1965 	 0.9369 	 0.2576 	 	 0.9098 	 	 0.4425 	 0.8577 	 0.4425 	 	 0.8577
[2022/07/16 17:04:53] - 72 	 13.1 	 	 1.3 	 	 0.0100 	 0.1925 	 0.9376 	 0.2548 	 	 0.9097 	 	 0.4217 	 0.8617 	 0.4217 	 	 0.8617
[2022/07/16 17:05:07] - 73 	 13.1 	 	 1.3 	 	 0.0100 	 0.1851 	 0.9420 	 0.2470 	 	 0.9133 	 	 0.4451 	 0.8549 	 0.4451 	 	 0.8549
[2022/07/16 17:05:23] - 74 	 13.8 	 	 1.3 	 	 0.0010 	 0.1901 	 0.9402 	 0.2548 	 	 0.9112 	 	 0.4499 	 0.8570 	 0.4499 	 	 0.8570
[2022/07/16 17:05:37] - 75 	 13.0 	 	 1.3 	 	 0.0010 	 0.1908 	 0.9354 	 0.1964 	 	 0.9332 	 	 0.3917 	 0.8730 	 0.3917 	 	 0.8730
[2022/07/16 17:05:52] - 76 	 13.6 	 	 1.3 	 	 0.0010 	 0.1679 	 0.9435 	 0.1730 	 	 0.9415 	 	 0.3861 	 0.8758 	 0.3861 	 	 0.8758
[2022/07/16 17:06:07] - 77 	 13.1 	 	 1.3 	 	 0.0010 	 0.1632 	 0.9449 	 0.1686 	 	 0.9425 	 	 0.3881 	 0.8758 	 0.3881 	 	 0.8758
[2022/07/16 17:06:21] - 78 	 13.0 	 	 1.7 	 	 0.0010 	 0.1530 	 0.9492 	 0.1584 	 	 0.9467 	 	 0.3888 	 0.8772 	 0.3888 	 	 0.8772
[2022/07/16 17:06:36] - 79 	 13.7 	 	 1.3 	 	 0.0010 	 0.1490 	 0.9503 	 0.1546 	 	 0.9480 	 	 0.3927 	 0.8758 	 0.3927 	 	 0.8758
[2022/07/16 17:06:51] - 80 	 13.2 	 	 1.4 	 	 0.0010 	 0.1425 	 0.9522 	 0.1481 	 	 0.9499 	 	 0.3917 	 0.8768 	 0.3917 	 	 0.8768
[2022/07/16 17:07:07] - 81 	 14.2 	 	 1.3 	 	 0.0010 	 0.1413 	 0.9529 	 0.1472 	 	 0.9502 	 	 0.3950 	 0.8752 	 0.3950 	 	 0.8752
[2022/07/16 17:07:21] - 82 	 12.7 	 	 1.3 	 	 0.0010 	 0.1336 	 0.9557 	 0.1395 	 	 0.9528 	 	 0.3976 	 0.8747 	 0.3976 	 	 0.8747
[2022/07/16 17:07:36] - 83 	 13.5 	 	 1.3 	 	 0.0010 	 0.1344 	 0.9546 	 0.1407 	 	 0.9520 	 	 0.3998 	 0.8780 	 0.3998 	 	 0.8780
[2022/07/16 17:07:50] - 84 	 13.1 	 	 1.3 	 	 0.0010 	 0.1290 	 0.9565 	 0.1352 	 	 0.9540 	 	 0.3998 	 0.8777 	 0.3998 	 	 0.8777
[2022/07/16 17:08:05] - 85 	 13.5 	 	 1.3 	 	 0.0010 	 0.1298 	 0.9559 	 0.1363 	 	 0.9534 	 	 0.4039 	 0.8779 	 0.4039 	 	 0.8779
[2022/07/16 17:08:20] - 86 	 13.6 	 	 1.3 	 	 0.0010 	 0.1252 	 0.9587 	 0.1315 	 	 0.9559 	 	 0.3994 	 0.8779 	 0.3994 	 	 0.8779
[2022/07/16 17:08:35] - 87 	 13.0 	 	 1.7 	 	 0.0010 	 0.1191 	 0.9609 	 0.1254 	 	 0.9581 	 	 0.4050 	 0.8783 	 0.4050 	 	 0.8783
[2022/07/16 17:08:49] - 88 	 12.8 	 	 1.3 	 	 0.0010 	 0.1195 	 0.9604 	 0.1262 	 	 0.9576 	 	 0.4044 	 0.8787 	 0.4044 	 	 0.8787
[2022/07/16 17:09:04] - 89 	 13.0 	 	 1.2 	 	 0.0010 	 0.1181 	 0.9610 	 0.1250 	 	 0.9581 	 	 0.4134 	 0.8749 	 0.4134 	 	 0.8749
[2022/07/16 17:09:19] - 90 	 13.9 	 	 1.3 	 	 0.0010 	 0.1137 	 0.9621 	 0.1206 	 	 0.9590 	 	 0.4137 	 0.8766 	 0.4137 	 	 0.8766
[2022/07/16 17:09:34] - 91 	 13.6 	 	 1.3 	 	 0.0010 	 0.1147 	 0.9621 	 0.1218 	 	 0.9591 	 	 0.4146 	 0.8777 	 0.4146 	 	 0.8777
[2022/07/16 17:09:49] - 92 	 13.6 	 	 1.3 	 	 0.0010 	 0.1119 	 0.9626 	 0.1190 	 	 0.9599 	 	 0.4191 	 0.8772 	 0.4191 	 	 0.8772
[2022/07/16 17:10:03] - 93 	 12.6 	 	 1.3 	 	 0.0010 	 0.1100 	 0.9635 	 0.1171 	 	 0.9604 	 	 0.4168 	 0.8766 	 0.4168 	 	 0.8766
[2022/07/16 17:10:17] - 94 	 12.8 	 	 1.7 	 	 0.0010 	 0.1067 	 0.9648 	 0.1139 	 	 0.9617 	 	 0.4168 	 0.8786 	 0.4168 	 	 0.8786
[2022/07/16 17:10:32] - 95 	 13.2 	 	 1.3 	 	 0.0010 	 0.1059 	 0.9650 	 0.1134 	 	 0.9618 	 	 0.4202 	 0.8783 	 0.4202 	 	 0.8783
[2022/07/16 17:10:46] - 96 	 12.4 	 	 1.3 	 	 0.0010 	 0.1015 	 0.9664 	 0.1091 	 	 0.9627 	 	 0.4204 	 0.8774 	 0.4204 	 	 0.8774
[2022/07/16 17:11:00] - 97 	 13.5 	 	 1.3 	 	 0.0010 	 0.1013 	 0.9668 	 0.1088 	 	 0.9632 	 	 0.4259 	 0.8772 	 0.4259 	 	 0.8772
[2022/07/16 17:11:15] - 98 	 13.4 	 	 1.3 	 	 0.0010 	 0.1002 	 0.9675 	 0.1078 	 	 0.9641 	 	 0.4250 	 0.8762 	 0.4250 	 	 0.8762
[2022/07/16 17:11:31] - 99 	 14.7 	 	 1.3 	 	 0.0010 	 0.0997 	 0.9670 	 0.1078 	 	 0.9630 	 	 0.4228 	 0.8795 	 0.4228 	 	 0.8795
